emd_lable2,ffp_nbr,seat_middle_cnt_y3,prebuy_i_cnt_y2_d99,prebuy_i_cnt_y3_d3,prebuy_i_cnt_y3_d7,prebuy_i_cnt_y3_d99,avg_dist_cnt_y2,pit_avg_amt_y2,pit_avg_amt_y3
0,613000000000.0,1,4,0,0,4,0.0,3003.666667,3003.666667
0,0.0,2,0,0,0,4,0.0,0.0,0.0
0,653000000000.0,1,2,0,0,5,0.0,3560.0,3560.0
0,633000000000.0,0,0,0,0,1,0.0,0.0,0.0
0,660000000000.0,1,1,0,0,1,0.0,0.0,0.0
0,643000000000.0,2,4,0,0,4,0.0,3758.666667,3758.666667
0,0.0,1,5,0,0,5,0.0,0.0,0.0
0,643000000000.0,0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0,8256.4,0.0,0.0
0,663000000000.0,3,2,0,0,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,5756.75,0.0,0.0
0,0.0,2,1,0,0,1,13239.0,0.0,0.0
0,0.0,0,0,0,0,0,1859.0,0.0,0.0
0,0.0,0,0,1,0,2,5567.0,0.0,0.0
0,0.0,0,1,0,1,1,0.0,0.0,0.0
0,623000000000.0,0,1,0,0,3,0.0,2328.333333,3770.2
0,0.0,1,3,0,0,3,0.0,0.0,0.0
0,603000000000.0,1,4,0,0,4,0.0,0.0,0.0
0,0.0,0,0,0,0,0,4268.285714,0.0,0.0
0,623000000000.0,1,0,2,0,0,0.0,0.0,0.0
0,623000000000.0,0,4,0,0,4,0.0,4237.333333,4237.333333
0,0.0,0,0,0,0,2,0.0,0.0,0.0
0,633000000000.0,1,4,2,1,6,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6113.25,0.0,0.0
0,0.0,1,0,0,0,0,0.0,0.0,0.0
0,0.0,1,2,0,0,4,6904.666667,0.0,0.0
0,613000000000.0,3,4,0,0,4,5264.888889,3993.4,3993.4
0,0.0,1,2,0,0,4,0.0,0.0,0.0
1,0.0,5,2,1,1,2,5321.125,0.0,0.0
0,0.0,0,0,0,0,0,1415.0,0.0,0.0
0,0.0,0,1,0,0,1,0.0,0.0,0.0
0,0.0,1,1,0,0,1,0.0,0.0,0.0
0,0.0,0,0,0,0,0,8237.8,0.0,0.0
0,0.0,0,0,0,0,0,6902.0,0.0,0.0
0,0.0,0,0,0,0,0,6967.25,0.0,0.0
0,613000000000.0,0,2,0,0,3,0.0,0.0,0.0
0,663000000000.0,0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0,5765.75,0.0,0.0
1,0.0,0,0,0,0,1,0.0,0.0,0.0
0,0.0,0,0,0,0,0,13239.0,0.0,0.0
1,0.0,2,0,0,0,4,7349.0,0.0,0.0
0,624000000000.0,0,1,0,0,2,0.0,3560.0,3560.0
0,0.0,0,2,0,0,2,13239.0,0.0,0.0
0,0.0,0,0,0,0,2,3019.0,0.0,0.0
0,0.0,0,0,0,0,0,6687.666667,0.0,0.0
0,0.0,0,0,0,0,0,7446.6,0.0,0.0
0,0.0,0,0,0,0,0,7194.75,0.0,0.0
0,663000000000.0,0,0,0,0,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,12570.0,0.0,0.0
0,0.0,0,0,0,0,0,8994.192308,0.0,0.0
0,0.0,0,0,0,0,0,7849.571429,0.0,0.0
0,0.0,0,0,0,2,0,0.0,0.0,0.0
1,0.0,0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0,10955.0,0.0,0.0
1,643000000000.0,0,0,0,0,3,10808.0,0.0,0.0
0,633000000000.0,0,1,2,0,7,7330.75,0.0,0.0
1,0.0,0,0,0,0,0,2972.0,0.0,0.0
0,613000000000.0,0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,1,0,0,2,0.0,0.0,0.0
0,0.0,0,0,1,0,1,0.0,0.0,0.0
1,0.0,2,1,0,0,1,0.0,0.0,0.0
1,633000000000.0,0,1,0,0,1,0.0,0.0,0.0
0,643000000000.0,2,4,0,0,5,0.0,0.0,0.0
0,0.0,0,0,0,0,0,3019.0,0.0,0.0
0,0.0,0,0,0,0,0,10837.5,0.0,0.0
0,643000000000.0,1,2,0,0,4,0.0,0.0,2777.5
0,0.0,0,0,0,0,0,3884.8,0.0,0.0
1,653000000000.0,5,6,1,0,6,4193.666667,3475.222222,3475.222222
0,651000000000.0,3,2,1,0,2,0.0,3449.666667,3626.2
0,0.0,1,0,0,0,0,13239.0,0.0,0.0
0,0.0,0,0,0,0,0,1944.5,0.0,0.0
0,0.0,1,2,0,0,6,0.0,0.0,0.0
0,643000000000.0,0,0,2,0,0,12934.0,0.0,32826.66667
0,614000000000.0,0,0,0,2,0,0.0,6990.666667,6990.666667
0,0.0,2,2,0,0,4,0.0,0.0,0.0
0,0.0,0,3,0,0,5,0.0,0.0,0.0
1,640000000000.0,0,0,0,0,0,0.0,0.0,5933.0
0,0.0,0,0,0,0,4,0.0,0.0,0.0
0,0.0,0,6,0,0,8,0.0,0.0,0.0
0,653000000000.0,3,4,0,0,8,0.0,0.0,0.0
0,0.0,0,0,0,0,0,4259.0,0.0,0.0
0,0.0,0,6,0,0,6,0.0,0.0,0.0
1,0.0,3,2,0,0,4,13103.0,0.0,0.0
0,0.0,1,2,0,0,2,0.0,0.0,0.0
0,643000000000.0,0,0,0,0,1,0.0,0.0,0.0
0,0.0,0,4,0,0,4,0.0,0.0,0.0
0,623000000000.0,0,0,0,0,0,0.0,0.0,3002.0
0,0.0,1,1,0,0,5,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6751.5,0.0,0.0
0,0.0,0,0,0,0,0,8984.0,0.0,0.0
1,0.0,2,2,0,0,2,0.0,0.0,0.0
0,663000000000.0,1,2,0,0,2,0.0,4914.0,4914.0
0,653000000000.0,0,0,0,0,0,0.0,0.0,254.0
0,620000000000.0,1,6,1,1,6,0.0,5446.375,5446.375
0,624000000000.0,0,2,0,0,4,0.0,2932.75,2932.75
0,0.0,0,0,0,0,0,13195.42857,0.0,0.0
0,0.0,0,2,0,0,2,7137.5,0.0,0.0
0,653000000000.0,1,9,2,2,11,5189.676471,11340.7931,10786.22581
0,0.0,0,0,0,0,0,5903.25,0.0,0.0
0,0.0,0,1,0,0,1,3810.0,0.0,0.0
0,0.0,0,0,0,0,0,9331.333333,0.0,0.0
0,0.0,1,2,3,3,5,2807.833333,0.0,0.0
0,633000000000.0,0,0,0,0,3,0.0,0.0,0.0
0,634000000000.0,27,4,1,0,7,2843.205128,1732.212121,2229.243902
0,0.0,0,2,0,0,4,4472.5,0.0,0.0
0,0.0,0,0,0,0,0,2999.0,0.0,0.0
0,0.0,0,0,0,0,0,6175.75,0.0,0.0
1,0.0,0,0,0,0,0,7176.25,0.0,0.0
0,663000000000.0,1,4,0,0,4,11821.75,5313.0,5313.0
0,0.0,0,0,0,0,0,12934.0,0.0,0.0
0,663000000000.0,1,4,0,0,4,0.0,4237.333333,4237.333333
0,653000000000.0,3,4,0,0,4,0.0,3758.666667,3758.666667
0,663000000000.0,4,1,1,2,1,0.0,5933.0,5933.0
0,0.0,0,0,0,0,0,3109.0,0.0,0.0
0,0.0,2,1,1,2,1,0.0,0.0,0.0
0,0.0,0,0,0,0,0,5897.5,0.0,0.0
0,663000000000.0,1,2,0,0,2,0.0,3560.0,3560.0
0,0.0,0,0,0,0,0,7783.25,0.0,0.0
0,0.0,0,0,0,0,0,4839.333333,0.0,0.0
0,0.0,3,3,0,1,3,0.0,0.0,0.0
0,0.0,2,2,0,0,2,0.0,0.0,0.0
1,0.0,0,0,0,0,0,4014.0,0.0,0.0
0,0.0,3,5,0,0,6,0.0,0.0,0.0
0,0.0,0,0,0,0,0,1863.5,0.0,0.0
1,0.0,1,0,0,0,2,0.0,0.0,0.0
0,0.0,3,4,0,0,4,7314.0,0.0,0.0
0,0.0,0,0,0,0,0,1113.5,0.0,0.0
0,0.0,0,0,0,0,0,7971.0,0.0,0.0
0,0.0,0,0,0,0,0,7630.0,0.0,0.0
0,0.0,4,2,0,0,2,0.0,0.0,0.0
1,0.0,0,0,0,0,0,8625.75,0.0,0.0
0,0.0,2,0,0,0,2,0.0,0.0,0.0
0,643000000000.0,0,0,2,0,0,5975.5,0.0,0.0
1,0.0,0,0,0,0,4,6772.0,0.0,0.0
0,0.0,0,0,0,0,0,13269.2,0.0,0.0
0,613000000000.0,0,2,1,0,2,5931.6,0.0,0.0
0,0.0,0,0,0,0,0,6928.25,0.0,0.0
0,633000000000.0,2,0,0,2,0,7149.25,4248.0,4248.0
0,0.0,0,3,2,1,3,0.0,0.0,0.0
0,643000000000.0,0,0,3,0,1,0.0,11042.4,11042.4
0,653000000000.0,0,0,0,0,3,0.0,0.0,0.0
0,613000000000.0,1,0,0,0,2,0.0,0.0,0.0
0,0.0,1,0,0,0,2,0.0,0.0,0.0
1,0.0,0,0,0,0,0,5615.333333,0.0,0.0
0,0.0,0,0,0,0,0,5222.428571,0.0,0.0
1,0.0,0,0,0,0,0,5222.428571,0.0,0.0
0,0.0,0,2,0,0,2,7239.5,0.0,0.0
0,643000000000.0,3,3,0,1,3,8790.888889,3016.714286,3016.714286
0,613000000000.0,0,1,0,1,2,5204.333333,0.0,11865.0
0,0.0,0,0,0,0,0,7134.75,0.0,0.0
0,663000000000.0,0,1,0,0,2,0.0,0.0,5933.0
0,0.0,0,0,0,0,0,4788.666667,0.0,0.0
0,0.0,0,0,0,0,0,6958.5,0.0,0.0
0,613000000000.0,0,7,0,0,9,5337.333333,12284.0,12284.0
0,0.0,0,0,0,0,0,6909.5,0.0,0.0
0,0.0,1,7,0,0,8,13217.42857,0.0,0.0
0,0.0,0,0,0,0,0,13137.33333,0.0,0.0
0,600000000000.0,0,2,0,0,2,13289.33333,9097.333333,9097.333333
1,650000000000.0,0,3,0,0,4,13239.0,11865.25,11865.25
0,0.0,0,0,0,0,0,6896.25,0.0,0.0
0,623000000000.0,1,0,0,0,2,0.0,0.0,0.0
0,0.0,0,2,0,0,2,5295.6,0.0,0.0
0,0.0,0,0,0,0,0,6177.0,0.0,0.0
1,0.0,0,0,0,0,0,2876.125,0.0,0.0
0,0.0,0,0,0,0,0,8432.684211,0.0,0.0
0,654000000000.0,2,2,0,0,2,7895.75,0.0,0.0
0,0.0,0,8,0,0,8,0.0,0.0,0.0
0,663000000000.0,0,2,0,0,2,7425.5,0.0,0.0
0,0.0,0,0,0,0,0,5928.25,0.0,0.0
0,0.0,0,0,0,0,0,3890.0,0.0,0.0
0,0.0,0,2,0,0,4,13239.0,0.0,0.0
0,663000000000.0,1,0,0,0,1,0.0,0.0,5933.0
0,0.0,0,0,0,0,0,7369.25,0.0,0.0
0,0.0,0,0,0,4,0,0.0,0.0,0.0
0,0.0,3,0,1,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0,7138.2,0.0,0.0
0,0.0,0,4,0,0,4,8168.0,0.0,0.0
0,653000000000.0,2,2,0,0,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6207.5,0.0,0.0
1,663000000000.0,2,2,0,0,2,0.0,204.0,204.0
0,603000000000.0,3,2,0,0,2,0.0,2489.333333,2489.333333
0,0.0,0,0,0,0,0,6083.0,0.0,0.0
0,0.0,0,0,2,0,0,0.0,0.0,0.0
0,0.0,1,3,0,0,5,10997.6,0.0,0.0
0,613000000000.0,1,0,0,0,1,13088.0,5933.0,5933.0
0,0.0,0,0,0,0,0,5900.5,0.0,0.0
0,0.0,0,0,0,0,0,7129.0,0.0,0.0
0,0.0,0,0,0,0,0,1494.0,0.0,0.0
0,0.0,0,0,0,0,0,5651.357143,0.0,0.0
1,0.0,0,0,0,0,0,6136.0,0.0,0.0
0,633000000000.0,1,4,0,0,4,0.0,0.0,0.0
0,0.0,0,0,0,0,0,10692.8,0.0,0.0
0,613000000000.0,0,2,0,0,2,0.0,4746.5,4746.5
0,653000000000.0,0,4,0,0,4,0.0,0.0,0.0
0,0.0,0,4,0,0,4,6113.25,0.0,0.0
1,0.0,2,4,0,0,4,0.0,0.0,0.0
0,0.0,0,6,0,0,6,10833.28571,0.0,0.0
0,0.0,0,0,0,0,1,0.0,0.0,0.0
0,613000000000.0,1,0,0,0,4,0.0,0.0,0.0
1,0.0,0,0,0,0,0,12160.0,0.0,0.0
0,0.0,1,2,0,0,5,0.0,0.0,0.0
0,663000000000.0,1,0,2,1,1,10827.66667,2973.0,2445.444444
0,0.0,0,0,0,0,0,7439.75,0.0,0.0
0,0.0,0,2,0,0,4,5244.666667,0.0,0.0
0,0.0,0,0,0,0,0,7791.25,0.0,0.0
0,0.0,0,0,0,0,0,8656.375,0.0,0.0
0,0.0,1,4,0,0,4,8984.0,0.0,0.0
0,0.0,0,4,0,0,4,7101.25,0.0,0.0
0,0.0,2,4,0,0,4,7611.0,0.0,0.0
1,0.0,0,0,0,0,0,7976.5,0.0,0.0
0,0.0,1,4,0,0,4,6529.5,0.0,0.0
1,0.0,0,0,0,0,0,9037.333333,0.0,0.0
0,653000000000.0,4,0,2,2,0,0.0,0.0,0.0
0,633000000000.0,0,4,0,0,4,0.0,5169.333333,5169.333333
0,600000000000.0,1,0,3,1,1,1991.35,3671.357143,3252.789474
0,0.0,0,0,0,0,0,7633.75,0.0,0.0
0,0.0,0,0,0,0,0,6076.375,0.0,0.0
0,0.0,0,2,0,1,2,7651.0,0.0,0.0
0,0.0,0,0,0,0,0,6581.75,0.0,0.0
1,664000000000.0,0,4,0,0,4,0.0,821.0,821.0
0,603000000000.0,1,0,0,1,0,0.0,847.0,3759.0
0,0.0,0,0,0,0,0,2191.0,0.0,0.0
0,0.0,1,4,0,0,4,6910.0,0.0,0.0
0,663000000000.0,3,0,1,2,1,0.0,6860.4,6705.833333
0,613000000000.0,1,3,0,0,4,5997.0,3504.333333,3504.333333
0,643000000000.0,0,0,0,0,2,0.0,0.0,6332.0
0,0.0,0,0,0,0,0,1178.0,0.0,0.0
0,0.0,0,0,0,0,0,6234.0,0.0,0.0
0,623000000000.0,1,0,1,3,0,0.0,0.0,7113.0
0,603000000000.0,2,2,0,0,2,0.0,1243.0,1243.0
0,623000000000.0,1,0,0,0,0,0.0,662.25,2419.166667
0,0.0,5,2,0,0,2,0.0,0.0,0.0
0,663000000000.0,0,2,0,0,2,7268.0,4216.5,4216.5
0,0.0,0,0,0,0,0,6483.75,0.0,0.0
0,633000000000.0,0,5,1,0,7,0.0,0.0,0.0
0,0.0,0,0,0,0,0,7251.75,0.0,0.0
0,0.0,6,4,0,1,8,0.0,0.0,0.0
0,0.0,0,5,0,0,5,0.0,0.0,0.0
0,0.0,1,0,0,0,4,0.0,0.0,0.0
0,603000000000.0,0,0,0,0,0,0.0,0.0,0.0
1,633000000000.0,13,15,0,0,17,9179.681818,4732.4375,4790.25
0,0.0,0,0,0,0,0,6559.666667,0.0,0.0
0,0.0,0,0,0,0,0,8168.0,0.0,0.0
0,623000000000.0,1,1,0,0,1,0.0,0.0,0.0
0,613000000000.0,0,0,0,2,0,1779.0,0.0,0.0
0,0.0,0,0,0,0,0,6180.5,0.0,0.0
0,0.0,0,0,0,0,0,4065.285714,0.0,0.0
0,0.0,0,1,0,0,1,10837.5,0.0,0.0
0,663000000000.0,1,4,0,0,13,6628.714286,3974.0,3678.5
0,663000000000.0,0,4,0,0,4,0.0,20848.0,20848.0
1,0.0,0,0,0,0,0,6627.818182,0.0,0.0
0,0.0,3,2,1,1,5,0.0,0.0,0.0
0,0.0,0,3,0,0,3,0.0,0.0,0.0
0,0.0,5,5,0,0,5,0.0,0.0,0.0
1,0.0,0,2,0,0,2,0.0,0.0,0.0
0,0.0,1,0,0,2,0,7363.75,0.0,0.0
0,633000000000.0,0,2,0,1,6,0.0,0.0,0.0
0,0.0,4,0,0,2,0,7684.5,0.0,0.0
0,603000000000.0,2,1,0,0,1,5952.0,0.0,0.0
0,600000000000.0,6,0,0,0,4,0.0,7316.125,7316.125
0,0.0,0,2,0,0,4,6554.0,0.0,0.0
0,624000000000.0,0,2,3,6,2,0.0,10552.5,10583.33333
1,663000000000.0,0,0,0,0,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,10057.66667,0.0,0.0
0,0.0,0,0,0,0,0,4334.0,0.0,0.0
1,0.0,0,0,0,0,0,12967.0,0.0,0.0
0,0.0,1,0,1,0,0,0.0,0.0,0.0
0,623000000000.0,0,2,0,0,2,0.0,1907.0,1907.0
0,0.0,2,0,0,0,3,0.0,0.0,0.0
0,633000000000.0,0,4,0,0,6,7299.0,0.0,0.0
0,0.0,3,1,0,0,2,0.0,0.0,0.0
0,613000000000.0,0,0,0,2,2,0.0,0.0,0.0
0,643000000000.0,1,12,0,0,14,0.0,0.0,0.0
1,0.0,0,0,0,0,0,13064.5,0.0,0.0
0,0.0,4,4,0,0,8,7337.75,0.0,0.0
0,663000000000.0,1,1,0,0,1,7658.5,0.0,0.0
0,0.0,0,0,0,0,0,4548.0,0.0,0.0
1,0.0,0,0,0,0,0,7349.0,0.0,0.0
0,0.0,0,4,0,0,4,6967.25,0.0,0.0
0,0.0,3,5,0,0,5,0.0,0.0,0.0
0,664000000000.0,0,0,0,0,0,0.0,0.0,0.0
1,0.0,0,0,0,0,0,7458.5,0.0,0.0
0,0.0,1,2,0,0,2,10837.5,0.0,0.0
0,0.0,0,0,0,0,0,7285.5,0.0,0.0
0,643000000000.0,0,0,0,0,0,0.0,5933.0,5933.0
0,653000000000.0,0,0,0,0,0,0.0,0.0,0.0
0,603000000000.0,0,4,0,0,4,0.0,0.0,0.0
0,0.0,1,4,0,0,4,7469.5,0.0,0.0
0,0.0,1,1,0,0,1,5426.0,0.0,0.0
0,0.0,1,4,0,0,4,8168.0,0.0,0.0
0,0.0,0,4,0,1,4,0.0,0.0,0.0
0,613000000000.0,0,1,0,0,1,13000.0,3560.0,3560.0
0,0.0,0,0,0,0,0,7376.285714,0.0,0.0
0,623000000000.0,0,2,0,0,2,3090.111111,0.0,0.0
0,623000000000.0,2,2,0,0,4,0.0,3220.666667,3220.666667
0,0.0,0,0,0,0,1,13000.0,0.0,0.0
0,633000000000.0,2,4,0,0,4,0.0,0.0,0.0
0,660000000000.0,0,0,0,0,0,0.0,0.0,0.0
0,643000000000.0,1,2,0,0,3,0.0,5215.0,5215.0
0,0.0,0,0,0,0,0,6913.5,0.0,0.0
0,0.0,1,1,0,0,1,13239.0,0.0,0.0
0,0.0,0,1,0,0,1,13088.0,0.0,0.0
0,0.0,0,0,0,0,0,6785.5,0.0,0.0
0,0.0,0,0,0,0,0,6545.5,0.0,0.0
0,623000000000.0,0,4,0,0,4,0.0,0.0,0.0
1,0.0,0,0,0,0,0,7214.0,0.0,0.0
0,0.0,0,0,0,0,0,5629.333333,0.0,0.0
0,0.0,0,0,0,0,0,6415.0,0.0,0.0
0,0.0,0,0,0,0,0,7314.0,0.0,0.0
0,0.0,0,0,0,0,0,13188.66667,0.0,0.0
0,0.0,0,0,0,0,3,0.0,0.0,0.0
0,633000000000.0,0,0,11,2,0,0.0,5615.5,5460.129032
0,613000000000.0,0,0,0,0,2,0.0,1793.0,1793.0
0,0.0,1,2,2,0,2,0.0,0.0,0.0
0,0.0,0,0,1,0,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,13390.0,0.0,0.0
1,0.0,1,6,0,0,8,7106.5,0.0,0.0
0,0.0,0,0,0,0,0,7001.0,0.0,0.0
0,0.0,3,4,0,0,4,0.0,0.0,0.0
0,0.0,0,0,0,0,0,5536.333333,0.0,0.0
0,663000000000.0,0,0,4,1,0,0.0,0.0,0.0
0,0.0,1,2,0,0,4,13239.0,0.0,0.0
0,663000000000.0,0,0,2,0,0,8625.75,0.0,0.0
0,0.0,4,12,0,0,16,0.0,0.0,0.0
0,0.0,0,0,0,0,0,5491.5,0.0,0.0
0,0.0,0,0,0,0,0,8272.0,0.0,0.0
0,0.0,0,0,0,0,0,3574.222222,0.0,0.0
0,0.0,6,4,0,0,4,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6908.0,0.0,0.0
0,660000000000.0,0,4,0,0,4,0.0,1747.094595,1633.989583
0,0.0,0,0,0,0,0,1126.0,0.0,0.0
0,643000000000.0,1,2,6,3,2,0.0,16080.26667,15196.33333
0,633000000000.0,2,0,0,0,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,7268.75,0.0,0.0
0,0.0,0,0,0,0,0,1455.0,0.0,0.0
0,613000000000.0,0,0,2,0,0,0.0,6109.0,6109.0
1,613000000000.0,0,0,2,0,0,0.0,6109.0,6109.0
1,0.0,0,0,0,0,0,7452.75,0.0,0.0
0,613000000000.0,0,2,0,0,2,0.0,0.0,0.0
0,623000000000.0,2,4,0,0,4,0.0,0.0,0.0
1,0.0,4,0,0,0,4,0.0,0.0,0.0
0,0.0,0,0,1,1,0,10837.5,0.0,0.0
0,0.0,1,0,0,0,3,0.0,0.0,0.0
0,0.0,0,0,2,0,0,13239.0,0.0,0.0
0,0.0,0,0,0,0,0,5016.875,0.0,0.0
0,663000000000.0,1,0,2,1,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0,5871.75,0.0,0.0
0,0.0,0,3,0,0,3,8505.0,0.0,0.0
0,0.0,1,0,2,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0,2326.0,0.0,0.0
0,0.0,0,0,0,0,0,6332.75,0.0,0.0
0,613000000000.0,1,0,0,0,2,4043.0,0.0,0.0
0,0.0,0,2,0,0,4,0.0,0.0,0.0
0,0.0,0,1,1,0,1,6873.75,0.0,0.0
0,0.0,1,3,0,1,5,0.0,0.0,0.0
0,633000000000.0,3,2,0,0,4,0.0,0.0,0.0
1,643000000000.0,1,2,0,1,2,0.0,0.0,0.0
0,643000000000.0,2,1,0,0,3,0.0,0.0,4746.5
0,614000000000.0,0,6,0,0,10,0.0,2229.333333,3696.4
0,0.0,1,0,1,0,0,13390.0,0.0,0.0
0,0.0,0,0,0,0,0,412.0,0.0,0.0
0,643000000000.0,0,4,0,0,4,7363.75,0.0,0.0
0,613000000000.0,0,4,0,0,4,0.0,5579.0,5579.0
0,643000000000.0,0,4,0,0,4,0.0,17633.33333,17633.33333
0,0.0,0,0,0,0,0,6052.0,0.0,0.0
0,0.0,2,1,0,0,1,0.0,0.0,0.0
0,653000000000.0,1,0,0,0,3,0.0,0.0,0.0
0,0.0,1,4,0,0,4,7104.0,0.0,0.0
0,643000000000.0,0,2,0,0,2,7101.25,0.0,0.0
0,643000000000.0,0,0,0,0,2,4821.0,0.0,0.0
0,653000000000.0,2,1,0,0,1,0.0,2381.0,2381.0
0,0.0,0,0,0,0,0,9749.0,0.0,0.0
0,0.0,0,4,0,0,4,6878.0,0.0,0.0
0,0.0,0,0,0,0,0,3959.0,0.0,0.0
0,603000000000.0,0,0,0,0,7,3019.0,0.0,4503.0
1,0.0,1,2,0,0,2,0.0,0.0,0.0
0,603000000000.0,1,0,0,0,1,0.0,0.0,0.0
0,0.0,3,0,0,0,2,10808.0,0.0,0.0
0,663000000000.0,1,1,1,0,1,0.0,5933.0,5933.0
1,0.0,2,2,0,0,2,6928.25,0.0,0.0
0,0.0,0,0,0,0,0,4750.5,0.0,0.0
1,643000000000.0,0,4,0,0,6,0.0,4153.25,3955.5
0,0.0,0,0,0,0,0,5893.0,0.0,0.0
0,633000000000.0,2,4,1,0,4,0.0,0.0,0.0
0,0.0,0,2,0,0,2,7491.5,0.0,0.0
0,0.0,0,0,0,0,0,5806.0,0.0,0.0
0,0.0,4,4,0,0,4,6967.25,0.0,0.0
1,0.0,0,0,0,0,0,13239.0,0.0,0.0
0,613000000000.0,0,2,0,2,2,0.0,0.0,0.0
0,0.0,1,0,0,0,1,0.0,0.0,0.0
0,643000000000.0,2,1,1,0,1,0.0,0.0,0.0
0,0.0,4,4,0,0,7,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6620.0,0.0,0.0
0,0.0,0,1,0,1,1,4633.666667,0.0,0.0
0,0.0,0,0,1,2,0,0.0,0.0,0.0
0,0.0,3,0,0,0,0,0.0,0.0,0.0
0,663000000000.0,0,0,0,0,6,0.0,0.0,0.0
0,0.0,0,0,0,0,0,2023.526316,0.0,0.0
