seg_route_to,seg_flight,seg_cabin,pax_fcny,emd_lable,gender,age,residence_country,cabin_c_cnt_y2,cabin_c_cnt_y3,pref_aircraft_y1_4,pref_aircraft_y1_5,pref_aircraft_y2_1,pref_aircraft_y2_2,pref_aircraft_y2_3,pref_aircraft_y2_4,pref_aircraft_y2_5,pref_aircraft_y3_1,pref_aircraft_y3_2,pref_aircraft_y3_3,pref_aircraft_y3_4,pref_aircraft_y3_5,pref_city_y2_1,dist_cnt_y3,avg_dist_cnt_y2,avg_dist_cnt_y3,select_seat_cnt_y3,dist_i_cnt_y2,dist_i_cnt_y3,dist_all_cnt_y2,dist_all_cnt_y3,flt_delay_time_m3,flt_delay_time_m6,flt_delay_time_y1,flt_delay_time_y2,pref_orig_city_y2,pref_orig_city_y3,tkt_3y_amt,tkt_avg_amt_y2,tkt_avg_amt_y3,tkt_avg_interval_y3,pit_all_amt,pit_accu_air_amt,pit_now_cons_amt,pit_accu_amt_y3,pit_avg_amt_y2,pit_avg_amt_y3,pit_avg_interval_y2,pit_add_chnl_y2,pit_add_chnl_y3
LAX,AB1008,Y,290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,2535.1620652297865,1,0,0,0,0,0,0,0,773,320,0,0,0,773,320,0,0,0,PVG,30239,7559.75,7559.75,0,30239,30239,30239,30239,0.0,0.0,0.0,0.0,Shanghai,Shanghai,3733.66,933.415,933.415,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,J,3515.0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,773,773,773,773,0,12934,0.0,0.0,0,0,12934,0,12934,0.0,0.0,0.0,0.0,0,Shanghai,23372.29,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1009,J,2350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1009,Y,690.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,1326.0,1,F,0,中国,0,0,0,0,320,773,0,0,0,773,320,0,0,0,PVG,28800,0.0,0.0,0,15866,28800,15866,28800,0.0,0.0,0.0,0.0,Shanghai,Shanghai,15468.15,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,J,2492.0,0,0,41-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,J,2890.0,0,0,41-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,Y,290.0,1,M,0,中国,0,0,0,0,773,73H,0,0,0,773,73H,0,0,0,PVG,25485,0.0,0.0,0,25485,25485,25485,25485,0.0,0.0,0.0,0.0,Los Angeles,Los Angeles,1550.45,0.0,0.0,0.0,11158,11158,11158,11158,5579.0,5579.0,0.0,航空累积,航空累积
JFK,AB1006,Y,1844.0,0,0,0,0,0,0,0,0,773,325,323,0,0,773,325,323,0,0,PVG,28705,7176.25,7176.25,0,28705,28705,28705,28705,0.25,0.25,0.25,0.25,Shanghai,Shanghai,11815.98,2953.995,2953.995,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,Y,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5974.25,5974.25,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,488.0925,488.0925,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,756.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764.0,6064.666667,0,0,0,0,0,-0.333333333,-0.333333333,-0.333333333,-0.333333333,0,0,0.0,211.6366667,1407.133333,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,J,2915.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1015,Y,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,33L,33L,33L,33L,33L,0,8520,0.0,0.0,0,0,8520,0,8520,0.0,0.0,0.0,0.0,0,DELHI,606.28,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,Y,1024.0,0,M,0,中国,0,0,0,0,773,773,773,773,773,773,773,773,773,773,PVG,26478,0.0,0.0,0,26478,26478,26478,26478,0.0,0.0,0.0,0.0,New York,New York,9824.84,0.0,0.0,0.0,17798,17798,17798,17798,8899.0,8899.0,0.0,航空累积,航空累积
JFK,AB1010,Y,1036.0,0,M,0,中国,0,0,0,0,773,773,773,773,773,773,773,773,773,773,PVG,26478,0.0,0.0,0,26478,26478,26478,26478,0.0,0.0,0.0,0.0,New York,New York,9824.84,0.0,0.0,0.0,17798,17798,17798,17798,8899.0,8899.0,0.0,航空累积,航空累积
JFK,AB1010,Y,1012.0,0,M,0,中国,0,0,0,0,773,773,773,773,773,773,773,773,773,773,PVG,26478,0.0,0.0,0,26478,26478,26478,26478,0.0,0.0,0.0,0.0,New York,New York,9824.84,0.0,0.0,0.0,17798,17798,17798,17798,8899.0,8899.0,0.0,航空累积,航空累积
JFK,AB1010,Y,903.0,0,M,0,中国,0,0,0,0,773,773,773,773,773,773,773,773,773,773,PVG,26478,0.0,0.0,0,26478,26478,26478,26478,0.0,0.0,0.0,0.0,New York,New York,9824.84,0.0,0.0,0.0,17798,17798,17798,17798,8899.0,8899.0,0.0,航空累积,航空累积
LAX,AB1008,J,3276.0,0,F,0,中国,0,0,325,0,773,73E,333,325,0,773,73E,333,325,0,SHA,45494,0.0,0.0,0,42097,42097,45494,45494,0.0,0.0,0.0,0.0,Shanghai,Shanghai,70511.25,0.0,0.0,60705.0,44604,87302,44604,154604,10912.75,10912.75,0.0,航空累积,航空累积
JFK,AB1006,J,1316.0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10128.75,10128.75,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0.0,5319.4525,5319.4525,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,Y,2535.1620652297865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,566.0,0,F,31-40,中国,0,0,0,0,773,773,773,773,773,773,773,773,773,773,SFO,50374,12458.0,12593.5,1,24440,50374,24440,50374,0.0,0.0,0.0,0.0,New York,New York,6808.27,1111.035,2049.18,113628.0,72195,445,72195,68215,5068.636364,5201.615385,31.75,航空累积,航空累积
JFK,AB1006,J,2100.0,0,F,0,中国,0,0,0,0,773,332,333,0,0,773,332,333,0,0,PVG,45482,0.0,0.0,0,45482,45482,45482,45482,0.0,0.0,0.0,0.0,Shanghai,Shanghai,20499.87,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,704.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10318.0,10318.0,0,0,0,0,0,-0.25,-0.25,-0.25,0.0,0,0,0.0,3166.755,3166.755,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,Y,550.0,0,F,51-60,中国,0,0,0,0,773,325,0,0,0,773,325,0,0,0,PVG,13673,6836.5,6836.5,0,13673,13673,13673,13673,0.0,0.0,0.0,0.0,Cebu,Cebu,3756.12,1878.06,1878.06,0.0,6380,6380,6380,6380,6380.0,6380.0,0.0,航空累积,航空累积
LAX,AB1009,Y,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,Y,550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,J,1983.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10808.0,10808.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,12446.1,12446.1,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,J,2181.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,1767.0,0,M,0,中国,0,0,0,0,773,773,773,773,773,773,773,773,773,773,PVG,65346,0.0,0.0,0,26478,65346,26478,65346,0.0,0.0,0.0,0.0,New York,Shanghai,22400.41,0.0,0.0,0.0,28946,28946,28946,17798,8899.0,8899.0,0.0,航空累积,航空累积
JFK,AB1010,J,3230.0,1,M,0,中国,0,0,0,0,773,325,73M,738,0,773,325,73M,738,0,SHA,55143,0.0,0.0,0,49770,49770,55143,55143,0.0,0.0,0.0,0.0,Shanghai,Shanghai,38352.7,0.0,0.0,77391.25,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,Y,313.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12967.0,12967.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,525.435,1050.87,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,Y,510.0,0,0,0,0,0,0,0,0,773,320,0,0,0,773,320,0,0,0,PVG,12254,0.0,0.0,0,12254,12254,12254,12254,0.0,0.0,0.0,0.0,Los Angeles,Los Angeles,2126.27,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,Y,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,773,33E,0,0,0,0,29761,4043.0,7440.25,0,0,29761,0,29761,0.0,0.0,0.0,0.0,0,Shanghai,979.89,0.0,365.63,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,Y,235.0,0,0,21-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7709.333333,9032.0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.0,197.2475,394.495,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,Y,380.0,0,0,31-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5993.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.0,0.0,1310.165,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,1260.0,0,F,0,中国,0,0,773,773,773,33L,0,0,0,773,33L,0,0,0,PVG,49316,0.0,0.0,0,48153,48153,49316,49316,0.0,0.0,0.0,0.0,Shanghai,Shanghai,20520.58,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,1485.0,0,F,0,中国,0,0,773,773,773,33L,0,0,0,773,33L,0,0,0,PVG,49316,0.0,0.0,0,48153,48153,49316,49316,0.0,0.0,0.0,0.0,Shanghai,Shanghai,20520.58,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,390.0,0,F,0,中国,0,0,0,0,0,0,0,0,0,773,73H,323,0,0,0,28602,0.0,0.0,0,0,28602,0,28602,0.0,0.0,0.0,0.0,0,Shanghai,2618.77,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1009,Y,495.0,1,0,0,0,0,0,0,0,773,33L,325,0,0,773,33L,325,0,0,PVG,23675,0.0,0.0,0,23675,23675,23675,23675,0.0,0.0,0.0,0.0,Shanghai,Shanghai,3221.4,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,570.0,1,0,51-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8168.0,8168.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,913.11,913.11,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,1080.0,1,0,0,0,0,0,0,0,773,33E,332,0,0,773,33E,332,0,0,PVG,30444,0.0,0.0,0,30444,30444,30444,30444,0.0,0.0,0.0,0.0,Shanghai,Shanghai,6953.87,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1009,Y,194.0,1,0,0,0,0,0,773,773,773,33H,0,0,0,773,33H,0,0,0,PVG,23191,7730.333333,7730.333333,0,23191,23191,23191,23191,0.0,0.0,0.0,0.0,Shanghai,Shanghai,1769.94,589.98,589.98,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,Y,610.0,0,F,0,中国,0,0,0,0,0,0,0,0,0,773,33H,325,0,0,0,24674,0.0,0.0,0,0,24674,0,24674,0.0,0.0,0.0,0.0,0,Shanghai,4203.27,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,J,2814.0,0,0,0,0,0,0,773,773,773,33L,0,0,0,773,33L,0,0,0,PVG,69285,0.0,0.0,0,43351,69285,43351,69285,0.0,0.0,0.0,0.0,New York,New York,43472.78,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,J,2670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,33E,0,0,0,0,16977,0.0,0.0,0,0,16977,0,16977,0.0,0.0,0.0,0.0,0,SINGAPORE,17639.89,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1009,Y,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4839.333333,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0.0,0.0,139.7766667,0.0,0,0,0,0,0.0,0.0,0.0,0,0
LAX,AB1008,J,2200.0,1,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5849.1,6404.0,0,0,0,0,0,1.071428571,1.071428571,1.071428571,1.071428571,0,0,0.0,2092.694286,3242.527143,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,J,2100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,J,2582.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,J,2100.0,0,F,0,美国,0,0,73V,73V,773,73V,73M,73H,0,773,73V,73M,73H,320,PVG,61341,0.0,0.0,0,46062,60917,46486,61341,0.0,0.0,0.0,0.0,New York,New York,17070.79,0.0,0.0,0.0,73098,73098,73098,73098,12183.0,12183.0,0.0,航空累积,航空累积
JFK,AB1010,Y,340.0,1,F,0,美国,0,0,0,0,773,73H,33L,325,323,773,73H,33L,325,323,PVG,58596,0.0,0.0,0,52956,52956,58596,58596,0.0,0.0,0.0,0.0,Shanghai,Shanghai,7056.94,0.0,0.0,0.0,16716,20275,16716,16716,4179.0,4179.0,0.0,航空累积,航空累积
JFK,AB1010,Y,459.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13162.0,13162.0,0,0,0,0,0,-0.5,-0.5,-0.5,0.0,0,0,0.0,1446.885,1446.885,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,Y,385.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13162.0,13162.0,0,0,0,0,0,-0.5,-0.5,-0.5,0.0,0,0,0.0,1446.885,1446.885,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,Y,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13162.0,13162.0,0,0,0,0,0,-0.5,-0.5,-0.5,0.0,0,0,0.0,1446.885,1446.885,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,Y,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,Y,225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,Y,245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7976.5,7993.0,0,0,0,0,0,-147.5,-147.5,-147.5,-147.5,0,0,0.0,0.0,411.28,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,295.0,0,F,0,中国,0,0,0,0,0,0,0,0,0,773,73H,325,0,0,0,27456,0.0,0.0,0,0,25934,0,27456,0.0,0.0,0.0,0.0,0,Shanghai,1944.31,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1010,Y,501.0,0,0,21-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6910.0,6910.0,0,0,0,0,0,-90.5,-90.5,-90.5,-90.5,0,0,0.0,0.0,1665.65,0.0,0,0,0,0,0.0,0.0,0.0,0,0
JFK,AB1006,Y,855.0,0,F,0,中国,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
