pax_fcny,dist_cnt_y3,avg_dist_cnt_y2,avg_dist_cnt_y3,dist_all_cnt_y3,tkt_3y_amt,tkt_i_amt_y3,tkt_all_amt_y3,tkt_avg_amt_y2,tkt_avg_amt_y3,emd_lable2
2200.0,0,5849.1,6404.0,0,0.0,43657.24,45395.38,2092.694286,3242.527143,0
2100.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
2582.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
2100.0,61341,0.0,0.0,61341,17070.79,0.0,0.0,0.0,0.0,0
340.0,58596,0.0,0.0,58596,7056.94,0.0,0.0,0.0,0.0,1
459.0,0,13162.0,13162.0,0,0.0,2893.77,2893.77,1446.885,1446.885,0
385.0,0,13162.0,13162.0,0,0.0,2893.77,2893.77,1446.885,1446.885,0
480.0,0,13162.0,13162.0,0,0.0,2893.77,2893.77,1446.885,1446.885,0
200.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
225.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
245.0,0,7976.5,7993.0,0,0.0,1645.12,1645.12,0.0,411.28,0
350.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
490.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
295.0,27456,0.0,0.0,27456,1944.31,0.0,0.0,0.0,0.0,0
501.0,0,6910.0,6910.0,0,0.0,3137.87,3331.3,0.0,1665.65,0
855.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
2400.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
255000.0,23713,0.0,0.0,23713,1554.98,0.0,0.0,0.0,0.0,0
2455.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
96.0,25233,0.0,0.0,25233,319.16,0.0,0.0,0.0,0.0,0
466.0,53228,0.0,0.0,53228,5399.57,0.0,0.0,0.0,0.0,0
3190.0,15520,0.0,0.0,15520,11812.81,0.0,0.0,0.0,0.0,0
722.0,25934,0.0,0.0,25934,4967.21,0.0,0.0,0.0,0.0,0
399.0,25934,0.0,0.0,25934,2629.77,0.0,0.0,0.0,0.0,0
135.0,21675,0.0,0.0,21675,891.82,0.0,0.0,0.0,0.0,0
409.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
517.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
490.0,23902,0.0,0.0,23902,3104.24,0.0,0.0,0.0,0.0,0
120.0,52091,0.0,0.0,52091,2828.4,0.0,0.0,0.0,0.0,0
620.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
285000.0,0,5975.5,5975.5,0,0.0,1688.34,1688.34,422.085,422.085,0
550.0,0,8256.4,8256.4,0,0.0,6046.22,6046.22,1209.244,1209.244,0
219.0,27869,0.0,0.0,27869,1394.38,0.0,0.0,0.0,0.0,0
570.0,0,5756.75,5756.75,0,0.0,3432.71,3629.2,907.3,907.3,0
546.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
336.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
590.0,26478,13239.0,13239.0,26478,6410.58,6410.58,6410.58,3205.29,3205.29,0
160.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
547.0,0,12967.0,12967.0,0,0.0,5974.7,5974.7,2987.35,2987.35,0
338.0,0,1859.0,1859.0,0,0.0,0.0,1825.83,1825.83,1825.83,0
220.0,33280,5567.0,6656.0,33280,3354.66,3354.66,3354.66,369.286,670.932,0
613.0,32904,0.0,0.0,32904,8576.02,0.0,0.0,0.0,0.0,0
862.0,51956,0.0,0.0,51956,10180.27,0.0,0.0,0.0,0.0,0
200.0,18647,0.0,0.0,18647,833.55,0.0,0.0,0.0,0.0,0
109.0,56512,0.0,0.0,56512,1939.49,0.0,0.0,0.0,0.0,0
708.0,0,4268.285714,4268.285714,0,0.0,3759.11,6418.14,916.8771429,916.8771429,0
4822.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
2862.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
5020.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
3392.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
96.0,25233,0.0,0.0,25233,317.13,0.0,0.0,0.0,0.0,0
765.0,28705,0.0,0.0,28705,4978.54,0.0,0.0,0.0,0.0,0
3202.0,0,12967.0,12967.0,0,0.0,20187.0,20187.0,10093.5,10093.5,0
686.0,25934,0.0,0.0,25934,4561.42,0.0,0.0,0.0,0.0,0
1939.0,225248,0.0,0.0,225248,159792.97,0.0,0.0,0.0,0.0,0
375.0,225248,0.0,0.0,225248,159792.97,0.0,0.0,0.0,0.0,0
722.0,225248,0.0,0.0,225248,159792.97,0.0,0.0,0.0,0.0,0
2519.0,225248,0.0,0.0,225248,159792.97,0.0,0.0,0.0,0.0,0
2802.0,225248,0.0,0.0,225248,159792.97,0.0,0.0,0.0,0.0,0
3544.0,225248,0.0,0.0,225248,159792.97,0.0,0.0,0.0,0.0,0
2850.0,225248,0.0,0.0,225248,159792.97,0.0,0.0,0.0,0.0,0
1646.0,0,0.0,10808.0,0,0.0,12941.02,12941.02,0.0,12941.02,0
320.0,0,6113.25,6113.25,0,0.0,760.23,930.75,31.845,232.6875,0
2660.0,23495,0.0,0.0,23495,18681.36,0.0,0.0,0.0,0.0,0
2576.0,23495,0.0,0.0,23495,18681.36,0.0,0.0,0.0,0.0,0
210.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
460.0,33714,6904.666667,8428.5,33714,3049.79,3049.79,3049.79,510.84,762.4475,0
4451.0,25934,0.0,0.0,25934,29596.03,0.0,0.0,0.0,0.0,0
510.0,47384,5264.888889,5264.888889,47384,4385.27,3366.22,4385.27,487.2522222,487.2522222,0
190.0,47384,5264.888889,5264.888889,47384,4385.27,3366.22,4385.27,487.2522222,487.2522222,0
400.0,47384,5264.888889,5264.888889,47384,4385.27,3366.22,4385.27,487.2522222,487.2522222,0
135.0,31972,0.0,0.0,31972,906.5,0.0,0.0,0.0,0.0,0
1100.0,42569,5321.125,5321.125,42569,20943.45,19753.45,20943.45,2617.93125,2617.93125,1
319.0,1415,1415.0,1415.0,1415,84.81,0.0,84.81,84.81,84.81,0
637.0,26478,0.0,0.0,26478,3998.06,0.0,0.0,0.0,0.0,0
549.0,26478,0.0,0.0,26478,3785.74,0.0,0.0,0.0,0.0,0
1193.0,0,8237.8,8237.8,0,0.0,12330.67,12847.39,1284.739,1284.739,0
604.0,0,6902.0,6902.0,0,0.0,3646.92,3826.46,1913.23,1913.23,0
180.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
150.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
300.0,0,6967.25,6967.25,0,0.0,1891.35,1891.35,472.8375,472.8375,0
310.0,19156,0.0,0.0,19156,3752.41,0.0,0.0,0.0,0.0,0
285.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
200.0,0,10808.0,7491.666667,0,0.0,1292.48,1292.48,0.0,430.8266667,0
25000.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
1002800.0,0,5765.75,5765.75,0,0.0,5962.66,5962.66,1490.665,1490.665,0
335.0,10808,0.0,0.0,10808,1158.42,0.0,0.0,0.0,0.0,1
855.0,0,10808.0,10827.66667,0,0.0,9753.79,9753.79,1814.596667,3251.263333,0
2750.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
865.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
1085.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
750.0,0,13239.0,11319.0,0,0.0,12929.91,12989.4,795.5542857,1855.628571,0
260.0,29455,7349.0,7363.75,29455,1745.84,1745.84,1745.84,0.0,436.46,1
447.0,52412,0.0,0.0,52412,5592.97,0.0,0.0,0.0,0.0,0
855.0,26478,13239.0,13239.0,26478,5397.84,5397.84,5397.84,2698.92,2698.92,0
229.0,6038,3019.0,3019.0,6038,330.77,330.77,330.77,0.0,165.385,0
607.0,0,6687.666667,6687.666667,0,0.0,5574.58,5574.58,929.0966667,929.0966667,0
585.0,0,7446.6,8105.285714,0,0.0,16200.0,16200.0,1445.714286,2314.285714,0
3000.0,13088,0.0,0.0,13088,2390.95,0.0,0.0,0.0,0.0,0
229.0,6038,0.0,0.0,6038,330.77,0.0,0.0,0.0,0.0,0
243.0,0,7194.75,7194.75,0,0.0,1430.17,1589.38,397.345,397.345,0
2375.0,29008,0.0,0.0,29008,15653.38,0.0,0.0,0.0,0.0,0
4019.0,0,12570.0,12677.5,0,0.0,35502.69,35502.69,5455.0,8875.6725,0
425000.0,0,7176.25,7176.25,0,0.0,2591.65,2591.65,647.9125,647.9125,0
714.0,47287,0.0,0.0,47287,4575.17,0.0,0.0,0.0,0.0,0
2185.0,27193,0.0,0.0,27193,14401.12,0.0,0.0,0.0,0.0,0
1733.0,0,8994.192308,8918.193548,0,0.0,150429.68,152789.68,4473.433548,4928.699355,0
305.0,0,7849.571429,7849.571429,0,0.0,4843.69,4843.69,691.9557143,691.9557143,0
1100.0,27691,0.0,0.0,27691,7424.16,0.0,0.0,0.0,0.0,0
749.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1
959.0,0,10955.0,11364.0,0,0.0,16833.68,16833.68,2091.4,3366.736,0
109.0,29455,10808.0,7363.75,29455,635.08,635.08,635.08,0.0,158.77,1
3032.0,72739,7330.75,7273.9,72739,67281.01,67281.01,67281.01,1775.137,6728.101,0
4240.0,72739,7330.75,7273.9,72739,67281.01,67281.01,67281.01,1775.137,6728.101,0
225.0,0,2972.0,2972.0,0,0.0,101.02,101.02,101.02,101.02,1
235.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
150.0,13886,0.0,0.0,13886,497.25,0.0,0.0,0.0,0.0,0
609.0,25934,0.0,0.0,25934,0.0,0.0,0.0,0.0,0.0,0
312.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
4721.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
350.0,54865,0.0,0.0,54865,7922.51,0.0,0.0,0.0,0.0,0
542.0,23976,0.0,0.0,23976,3401.81,0.0,0.0,0.0,0.0,1
6018.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
498.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
694.0,26478,0.0,0.0,26478,4399.42,0.0,0.0,0.0,0.0,1
645.0,39906,0.0,0.0,39906,5017.09,0.0,0.0,0.0,0.0,0
1051600.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
268.0,0,3019.0,5635.0,0,0.0,1250.96,1250.96,0.0,416.9866667,0
803.0,0,10837.5,10837.5,0,0.0,5112.7,5112.7,2556.35,2556.35,0
280.0,25797,0.0,0.0,25797,3780.94,0.0,0.0,0.0,0.0,0
951.0,21675,0.0,0.0,21675,6002.52,0.0,0.0,0.0,0.0,0
1717.0,0,3884.8,3884.8,0,0.0,15458.99,15458.99,3091.798,3091.798,0
225.0,62905,4193.666667,4193.666667,62905,18489.04,13284.03,18489.04,1232.602667,1232.602667,1
478.0,79698,0.0,0.0,79698,18829.52,0.0,0.0,0.0,0.0,0
912.0,26478,13239.0,13239.0,26478,6970.21,6970.21,6970.21,3485.105,3485.105,0
175.0,0,1944.5,4147.0,0,0.0,799.35,799.35,34.012,159.87,0
4336.0,67500,0.0,0.0,67500,75936.47,0.0,0.0,0.0,0.0,0
3800.0,40650,12934.0,10162.5,40650,25105.46,31537.49,32795.66,0.0,8198.915,0
410.0,36386,0.0,0.0,36386,9806.07,0.0,0.0,0.0,0.0,0
400.0,14428,0.0,0.0,14428,2381.69,0.0,0.0,0.0,0.0,0
774.0,57990,0.0,0.0,57990,7539.14,0.0,0.0,0.0,0.0,0
340.0,37135,0.0,0.0,37135,4658.51,0.0,0.0,0.0,0.0,0
1598.0,0,10808.0,10827.66667,0,0.0,16915.58,16915.58,0.0,5638.526667,0
224.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
631.0,12934,0.0,0.0,12934,2287.37,0.0,0.0,0.0,0.0,1
110.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1
550.0,31972,0.0,0.0,31972,3624.99,0.0,0.0,0.0,0.0,0
3690.0,113040,0.0,0.0,113040,62686.73,0.0,0.0,0.0,0.0,0
1255.0,43879,0.0,0.0,43879,8743.58,0.0,0.0,0.0,0.0,0
240.0,59892,0.0,0.0,59892,3096.42,0.0,0.0,0.0,0.0,0
274.0,0,4259.0,3352.263158,0,0.0,5984.17,21793.77,862.8721053,1147.040526,0
3448.0,59915,0.0,0.0,59915,41015.03,0.0,0.0,0.0,0.0,0
2500.0,59915,0.0,0.0,59915,41015.03,0.0,0.0,0.0,0.0,0
428.0,52412,13103.0,13103.0,52412,5848.84,5848.84,5848.84,677.865,1462.21,1
885.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
990.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
208.0,2414,0.0,0.0,2414,138.17,0.0,0.0,0.0,0.0,0
165.0,14661,0.0,0.0,14661,1148.47,0.0,0.0,0.0,0.0,0
456.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
280.0,29477,0.0,0.0,29477,1856.41,0.0,0.0,0.0,0.0,0
1911.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
149.0,3019,0.0,0.0,3019,107.41,0.0,0.0,0.0,0.0,0
26390.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
480.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
480.0,35656,0.0,0.0,35656,8273.27,0.0,0.0,0.0,0.0,0
361.0,0,6751.5,6751.5,0,0.0,2272.39,2313.2,578.3,578.3,0
240.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
518.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
340.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
620.0,0,8984.0,8984.0,0,0.0,3908.8,3908.8,977.2,977.2,0
1026.0,21675,0.0,0.0,21675,6532.54,0.0,0.0,0.0,0.0,1
9000.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
950.0,32672,0.0,0.0,32672,6087.41,0.0,0.0,0.0,0.0,0
425.0,0,13239.0,10969.5,0,0.0,5802.46,5802.46,725.615,1450.615,0
220.0,0,0.0,10837.5,0,0.0,1513.56,1513.56,0.0,756.78,0
300.0,2000,0.0,0.0,2000,174.73,0.0,0.0,0.0,0.0,0
395.0,73135,0.0,0.0,73135,14076.08,0.0,0.0,0.0,0.0,0
832.0,47034,0.0,0.0,47034,7089.92,0.0,0.0,0.0,0.0,0
559.0,47034,0.0,0.0,47034,7089.92,0.0,0.0,0.0,0.0,0
4254.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
2446.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
1767.0,0,13195.42857,13144.66667,0,0.0,69086.76,69086.76,3932.126667,7676.306667,0
130.0,30529,0.0,0.0,30529,856.81,0.0,0.0,0.0,0.0,0
390.0,28550,7137.5,7137.5,28550,2618.76,2447.74,2618.76,654.69,654.69,0
469.0,181384,5189.676471,4902.27027,181384,107557.33,101411.39,113677.33,2906.954865,3072.36027,0
569.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
545.0,0,5903.25,5903.25,0,0.0,3435.95,3435.95,858.9875,858.9875,0
2400.0,3810,3810.0,3810.0,3810,1863.09,1863.09,1863.09,1863.09,1863.09,0
879.0,0,12967.0,10703.6,0,0.0,21555.65,22714.65,3477.13,4542.93,0
1996.0,0,9331.333333,9331.333333,0,0.0,29337.42,29337.42,9779.14,9779.14,0
470.0,0,8168.0,8168.0,0,0.0,3105.14,3105.14,776.285,776.285,1
670.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
745.0,29477,0.0,0.0,29477,4773.8,0.0,0.0,0.0,0.0,0
560.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
371.0,31972,0.0,0.0,31972,1992.12,0.0,0.0,0.0,0.0,0
422.0,58127,2807.833333,2906.35,58127,30925.1,30743.7,37103.7,1451.705,1855.185,0
2000.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
631.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
556.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1
150.0,18953,0.0,0.0,18953,634.48,0.0,0.0,0.0,0.0,0
444.0,183021,2843.205128,3735.122449,183021,52390.03,35320.63,76100.63,1069.184286,1553.074082,0
2100.0,48510,4472.5,6063.75,48510,15520.98,30776.91,35031.43,1940.1225,4378.92875,0
2100.0,0,2999.0,2999.0,0,0.0,2962.2,2962.2,1481.1,1481.1,0
523.0,0,6175.75,6175.75,0,0.0,2955.62,3329.94,832.485,832.485,0
360.0,0,0.0,6824.0,0,0.0,2439.79,2439.79,0.0,609.9475,0
1325.0,0,7176.25,7176.25,0,0.0,8490.34,8490.34,2122.585,2122.585,1
108.0,22361,0.0,0.0,22361,733.56,0.0,0.0,0.0,0.0,0
1536.0,47287,11821.75,11821.75,47287,10701.31,10701.31,10701.31,2675.3275,2675.3275,0
503.0,15953,12934.0,7976.5,15953,3334.89,3334.89,3334.89,0.0,1667.445,0
490000.0,28705,0.0,0.0,28705,2696.73,0.0,0.0,0.0,0.0,0
320000.0,28705,0.0,0.0,28705,2696.73,0.0,0.0,0.0,0.0,0
355000.0,23902,0.0,0.0,23902,1997.05,0.0,0.0,0.0,0.0,0
750.0,60190,0.0,0.0,60190,9800.28,0.0,0.0,0.0,0.0,0
400.0,0,3109.0,5041.5,0,0.0,3421.02,3730.91,166.6666667,621.8183333,0
2673.0,21675,0.0,0.0,21675,17157.76,0.0,0.0,0.0,0.0,0
2600.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
640.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
500.0,0,0.0,7121.0,0,0.0,3217.57,3445.37,0.0,1722.685,0
130.0,0,0.0,5694.4,0,0.0,843.67,894.37,0.0,178.874,0
235.0,16134,0.0,0.0,16134,796.32,0.0,0.0,0.0,0.0,0
779.0,30066,0.0,0.0,30066,12631.47,0.0,0.0,0.0,0.0,0
914.0,41793,0.0,0.0,41793,10027.23,0.0,0.0,0.0,0.0,0
330.0,0,5897.5,6124.777778,0,0.0,6284.8,6284.8,293.8222222,698.3111111,0
357.0,26478,0.0,0.0,26478,2333.9,0.0,0.0,0.0,0.0,0
855.0,0,13239.0,13239.0,0,0.0,5443.78,5443.78,2721.89,2721.89,0
2722.0,0,7783.25,7783.25,0,0.0,17442.03,17442.03,4360.5075,4360.5075,0
264.0,28779,0.0,0.0,28779,1653.0,0.0,0.0,0.0,0.0,0
606.0,25934,0.0,0.0,25934,8701.02,0.0,0.0,0.0,0.0,0
604.0,25934,0.0,0.0,25934,8701.02,0.0,0.0,0.0,0.0,0
330.0,30444,0.0,0.0,30444,2114.57,0.0,0.0,0.0,0.0,0
190.0,0,4839.333333,6346.25,0,0.0,1263.37,1263.37,116.8625,315.8425,0
615.0,75864,0.0,0.0,75864,25976.39,0.0,0.0,0.0,0.0,0
66.0,26478,0.0,0.0,26478,3126.2,0.0,0.0,0.0,0.0,0
420.0,0,4014.0,5917.166667,0,0.0,3625.53,3766.05,166.3116667,627.675,1
37800.0,30916,0.0,0.0,30916,843.04,0.0,0.0,0.0,0.0,0
797.0,0,1863.5,3277.875,0,0.0,2593.41,3251.42,63.0,406.4275,0
867.0,39324,0.0,0.0,39324,8154.06,0.0,0.0,0.0,0.0,1
53.0,29256,7314.0,7314.0,29256,8515.91,8515.91,8515.91,2128.9775,2128.9775,0
599.0,23634,0.0,0.0,23634,3794.78,0.0,0.0,0.0,0.0,0
688.0,23634,0.0,0.0,23634,3794.78,0.0,0.0,0.0,0.0,0
656.0,54493,0.0,0.0,54493,4898.78,0.0,0.0,0.0,0.0,0
1591.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
325.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1
150.0,0,1113.5,2578.25,0,0.0,1318.77,1318.77,261.935,329.6925,0
275.0,0,7971.0,7987.5,0,0.0,1846.56,1846.56,0.0,461.64,0
550.0,15260,7630.0,7630.0,15260,3633.69,3633.69,3633.69,0.0,1816.845,0
1872.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
466.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
379.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
1386.0,29347,0.0,0.0,29347,8881.21,0.0,0.0,0.0,0.0,0
