seg_route_to,seg_flight,seg_cabin,pax_fcny,emd_lable,gender,age,residence_country,cabin_c_cnt_y2,cabin_c_cnt_y3,pref_aircraft_y1_4,pref_aircraft_y1_5,pref_aircraft_y2_1,pref_aircraft_y2_2,pref_aircraft_y2_3,pref_aircraft_y2_4,pref_aircraft_y2_5,pref_aircraft_y3_1,pref_aircraft_y3_2,pref_aircraft_y3_3,pref_aircraft_y3_4,pref_aircraft_y3_5,pref_city_y2_1,dist_cnt_y3,avg_dist_cnt_y2,avg_dist_cnt_y3,select_seat_cnt_y3,dist_i_cnt_y2,dist_i_cnt_y3,dist_all_cnt_y2,dist_all_cnt_y3,flt_delay_time_m3,flt_delay_time_m6,flt_delay_time_y1,flt_delay_time_y2,pref_orig_city_y2,pref_orig_city_y3,tkt_3y_amt,tkt_avg_amt_y2,tkt_avg_amt_y3,tkt_avg_interval_y3,pit_all_amt,pit_accu_air_amt,pit_now_cons_amt,pit_accu_amt_y3,pit_avg_amt_y2,pit_avg_amt_y3,pit_avg_interval_y2,pit_add_chnl_y2,pit_add_chnl_y3
1,1,1,150.0,0,1,1,1,0,0,0,0,25,20,0,0,0,24,19,0,0,0,46,27869,0.0,0,0,27869,27869,27869,27869,0.0,0.0,0.0,0.0,77,74,994.5,0.0,0.0,0.0,7984,7984,7984,7984,1996.0,1996.0,0.0,2,2
1,1,1,450.0,1,1,1,0,0,0,0,0,0,0,0,0,0,24,19,18,0,0,0,27713,6913.5,1795,0,0,27713,0,27713,0.0,0.0,0.0,0.0,0,74,3021.65,0.0,755.4125,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,388.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7176.25,1986,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.0,926.7575,926.7575,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,111.0,0,1,1,1,0,0,0,0,14,27,19,4,0,14,27,20,17,4,46,51047,4030.0,196,0,44866,44866,48360,51047,0.058823529,0.058823529,0.058823529,0.117647059,77,74,6419.0,377.5882353,514.6470588,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,215.0,0,1,1,0,0,0,0,0,25,20,0,0,0,24,19,0,0,0,46,25783,0.0,0,0,25783,25783,25783,25783,0.0,0.0,0.0,0.0,77,74,1270.86,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,300.0,0,1,1,0,0,0,0,0,0,0,0,0,0,24,19,9,0,0,0,14641,0.0,0,0,0,12599,0,14641,0.0,0.0,0.0,0.0,0,47,813.75,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,1995.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,470.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,903.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5894.857143,1694,2,0,0,0,0,-6.625,-6.625,-6.625,-6.625,0,0,0.0,860.7375,943.12375,0.0,0,0,0,0,0.0,0.0,60.2,0,0
0,0,0,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5894.857143,1694,2,0,0,0,0,-6.625,-6.625,-6.625,-6.625,0,0,0.0,860.7375,943.12375,0.0,0,0,0,0,0.0,0.0,60.2,0,0
1,1,1,290.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,2535.1620652297865,1,0,0,0,0,0,0,0,25,2,0,0,0,24,2,0,0,0,46,30239,7559.75,2236,0,30239,30239,30239,30239,0.0,0.0,0.0,0.0,77,74,3733.66,933.415,933.415,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,3515.0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,28,26,25,0,12934,0.0,0,0,0,12934,0,12934,0.0,0.0,0.0,0.0,0,74,23372.29,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,2350.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,690.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,1326.0,1,0,0,1,0,0,0,0,2,27,0,0,0,24,2,0,0,0,46,28800,0.0,0,0,15866,28800,15866,28800,0.0,0.0,0.0,0.0,77,74,15468.15,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,2492.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,2890.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,290.0,1,1,1,1,0,0,0,0,25,20,0,0,0,24,19,0,0,0,46,25485,0.0,0,0,25485,25485,25485,25485,0.0,0.0,0.0,0.0,46,47,1550.45,0.0,0.0,0.0,11158,11158,11158,11158,5579.0,5579.0,0.0,2,2
0,0,0,1844.0,0,0,0,0,0,0,0,0,25,5,4,0,0,24,5,4,0,0,46,28705,7176.25,1986,0,28705,28705,28705,28705,0.25,0.25,0.25,0.25,77,74,11815.98,2953.995,2953.995,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,300.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5974.25,1238,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,488.0925,488.0925,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,756.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764.0,1291,0,0,0,0,0,-0.333333333,-0.333333333,-0.333333333,-0.333333333,0,0,0.0,211.6366667,1407.133333,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,2915.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,320.0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,0,8520,0.0,0,0,0,8520,0,8520,0.0,0.0,0.0,0.0,0,15,606.28,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,1024.0,0,0,0,1,0,0,0,0,25,27,26,25,26,24,27,28,26,25,46,26478,0.0,0,0,26478,26478,26478,26478,0.0,0.0,0.0,0.0,57,57,9824.84,0.0,0.0,0.0,17798,17798,17798,17798,8899.0,8899.0,0.0,2,2
0,0,0,1036.0,0,0,0,1,0,0,0,0,25,27,26,25,26,24,27,28,26,25,46,26478,0.0,0,0,26478,26478,26478,26478,0.0,0.0,0.0,0.0,57,57,9824.84,0.0,0.0,0.0,17798,17798,17798,17798,8899.0,8899.0,0.0,2,2
0,0,0,1012.0,0,0,0,1,0,0,0,0,25,27,26,25,26,24,27,28,26,25,46,26478,0.0,0,0,26478,26478,26478,26478,0.0,0.0,0.0,0.0,57,57,9824.84,0.0,0.0,0.0,17798,17798,17798,17798,8899.0,8899.0,0.0,2,2
0,0,0,903.0,0,0,0,1,0,0,0,0,25,27,26,25,26,24,27,28,26,25,46,26478,0.0,0,0,26478,26478,26478,26478,0.0,0.0,0.0,0.0,57,57,9824.84,0.0,0.0,0.0,17798,17798,17798,17798,8899.0,8899.0,0.0,2,2
1,1,1,3276.0,0,1,1,1,0,0,5,0,25,18,8,5,0,24,17,8,5,0,51,45494,0.0,0,0,42097,42097,45494,45494,0.0,0.0,0.0,0.0,77,74,70511.25,0.0,0.0,60705.0,44604,87302,44604,154604,10912.75,10912.75,0.0,2,2
0,0,0,1316.0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10128.75,2854,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0.0,5319.4525,5319.4525,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,2535.1620652297865,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,566.0,0,0,0,1,0,0,0,0,25,27,26,25,26,24,27,28,26,25,49,50374,12458.0,3017,1,24440,50374,24440,50374,0.0,0.0,0.0,0.0,57,57,6808.27,1111.035,2049.18,113628.0,72195,445,72195,68215,5068.636364,5201.615385,31.75,2,2
0,0,0,2100.0,0,0,0,1,0,0,0,0,25,7,8,0,0,24,7,8,0,0,46,45482,0.0,0,0,45482,45482,45482,45482,0.0,0.0,0.0,0.0,77,74,20499.87,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,704.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10318.0,2873,0,0,0,0,0,-0.25,-0.25,-0.25,0.0,0,0,0.0,3166.755,3166.755,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,550.0,0,1,1,1,0,0,0,0,25,5,0,0,0,24,5,0,0,0,46,13673,6836.5,1721,0,13673,13673,13673,13673,0.0,0.0,0.0,0.0,9,8,3756.12,1878.06,1878.06,0.0,6380,6380,6380,6380,6380.0,6380.0,0.0,2,2
1,1,1,120.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,550.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,1983.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10808.0,2910,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,12446.1,12446.1,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,2181.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,1767.0,0,0,0,1,0,0,0,0,25,27,26,25,26,24,27,28,26,25,46,65346,0.0,0,0,26478,65346,26478,65346,0.0,0.0,0.0,0.0,57,74,22400.41,0.0,0.0,0.0,28946,28946,28946,17798,8899.0,8899.0,0.0,2,2
0,0,0,3230.0,1,0,0,1,0,0,0,0,25,5,21,14,0,24,5,22,14,0,51,55143,0.0,0,0,49770,49770,55143,55143,0.0,0.0,0.0,0.0,77,74,38352.7,0.0,0.0,77391.25,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,313.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12967.0,3037,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,525.435,1050.87,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,510.0,0,1,1,0,0,0,0,0,25,2,0,0,0,24,2,0,0,0,46,12254,0.0,0,0,12254,12254,12254,12254,0.0,0.0,0.0,0.0,46,47,2126.27,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,300.0,1,1,1,0,0,0,0,0,0,0,0,0,0,24,9,0,0,0,0,29761,4043.0,2166,0,0,29761,0,29761,0.0,0.0,0.0,0.0,0,74,979.89,0.0,365.63,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,235.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7709.333333,2666,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.0,197.2475,394.495,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,380.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1254,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.0,0.0,1310.165,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,1260.0,0,0,0,1,0,0,23,23,25,11,0,0,0,24,11,0,0,0,46,49316,0.0,0,0,48153,48153,49316,49316,0.0,0.0,0.0,0.0,77,74,20520.58,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,1485.0,0,0,0,1,0,0,23,23,25,11,0,0,0,24,11,0,0,0,46,49316,0.0,0,0,48153,48153,49316,49316,0.0,0.0,0.0,0.0,77,74,20520.58,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,390.0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,19,4,0,0,0,28602,0.0,0,0,0,28602,0,28602,0.0,0.0,0.0,0.0,0,74,2618.77,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,495.0,1,1,1,0,0,0,0,0,25,11,5,0,0,24,11,5,0,0,46,23675,0.0,0,0,23675,23675,23675,23675,0.0,0.0,0.0,0.0,77,74,3221.4,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,570.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8168.0,2429,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,913.11,913.11,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,1080.0,1,0,0,0,0,0,0,0,25,9,7,0,0,24,9,7,0,0,46,30444,0.0,0,0,30444,30444,30444,30444,0.0,0.0,0.0,0.0,77,74,6953.87,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,194.0,1,1,1,0,0,0,23,23,25,10,0,0,0,24,10,0,0,0,46,23191,7730.333333,2308,0,23191,23191,23191,23191,0.0,0.0,0.0,0.0,77,74,1769.94,589.98,589.98,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,610.0,0,1,1,1,0,0,0,0,0,0,0,0,0,24,10,5,0,0,0,24674,0.0,0,0,0,24674,0,24674,0.0,0.0,0.0,0.0,0,74,4203.27,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,2814.0,0,0,0,0,0,0,23,23,25,11,0,0,0,24,11,0,0,0,46,69285,0.0,0,0,43351,69285,43351,69285,0.0,0.0,0.0,0.0,57,57,43472.78,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,2670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,0,0,0,16977,0.0,0,0,0,16977,0,16977,0.0,0.0,0.0,0.0,0,71,17639.89,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,109.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,625,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0.0,0.0,139.7766667,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,2200.0,1,1,1,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5849.1,1532,0,0,0,0,0,1.071428571,1.071428571,1.071428571,1.071428571,0,0,0.0,2092.694286,3242.527143,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,2100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,2582.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,2100.0,0,0,0,11,0,0,22,22,25,25,21,19,0,24,24,22,19,2,46,61341,0.0,0,0,46062,60917,46486,61341,0.0,0.0,0.0,0.0,57,57,17070.79,0.0,0.0,0.0,73098,73098,73098,73098,12183.0,12183.0,0.0,2,2
0,0,0,340.0,1,0,0,11,0,0,0,0,25,20,11,5,4,24,19,11,5,4,46,58596,0.0,0,0,52956,52956,58596,58596,0.0,0.0,0.0,0.0,77,74,7056.94,0.0,0.0,0.0,16716,20275,16716,16716,4179.0,4179.0,0.0,2,2
0,0,0,459.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13162.0,3085,0,0,0,0,0,-0.5,-0.5,-0.5,0.0,0,0,0.0,1446.885,1446.885,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,385.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13162.0,3085,0,0,0,0,0,-0.5,-0.5,-0.5,0.0,0,0,0.0,1446.885,1446.885,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13162.0,3085,0,0,0,0,0,-0.5,-0.5,-0.5,0.0,0,0,0.0,1446.885,1446.885,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7976.5,2389,0,0,0,0,0,-147.5,-147.5,-147.5,-147.5,0,0,0.0,0.0,411.28,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,295.0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,19,5,0,0,0,27456,0.0,0,0,0,25934,0,27456,0.0,0.0,0.0,0.0,0,74,1944.31,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6910.0,1779,0,0,0,0,0,-90.5,-90.5,-90.5,-90.5,0,0,0.0,0.0,1665.65,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,855.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,2400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,2455.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,96.0,0,1,1,0,0,0,0,0,2,2,2,2,2,24,2,0,0,0,7,25233,0.0,0,0,0,25233,0,25233,0.0,0.0,0.0,0.0,77,74,319.16,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,466.0,0,0,0,1,0,0,0,0,25,27,26,25,26,24,27,28,26,25,46,53228,0.0,0,0,26478,53228,26478,53228,0.0,0.0,0.0,0.0,57,57,5399.57,0.0,0.0,0.0,7120,10680,7120,7120,3560.0,3560.0,0.0,2,2
0,0,0,3190.0,0,0,0,0,0,0,0,0,25,5,0,0,0,24,5,0,0,0,46,15520,0.0,0,0,15520,15520,15520,15520,0.0,0.0,0.0,0.0,57,57,11812.81,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,722.0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,28,26,25,0,25934,0.0,0,0,0,25934,0,25934,0.0,0.0,0.0,0.0,0,57,4967.21,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
0,0,0,399.0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,27,28,26,25,0,25934,0.0,0,0,0,25934,0,25934,0.0,0.0,0.0,0.0,0,57,2629.77,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,135.0,1,1,1,1,0,0,0,0,25,27,26,25,26,24,27,28,26,25,46,21675,0.0,0,0,10867,21675,10867,21675,0.0,0.0,0.0,0.0,46,47,891.82,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
1,1,1,409.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0
